stem,content,style,params,raw_path,fin_path,content_path,edge_iou_raw,edge_iou_fin,delta_edge_iou,edge_density_raw,edge_density_fin,delta_edge_density,color_raw,color_fin,delta_color,lpips_raw_fin
Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.65_cpm0.3_layers345,Still_Life,Matisse,sw14k_tv0.0024_edge0.06_fp0.65_cpm0.3_layers345,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.65_cpm0.3_layers345_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.65_cpm0.3_layers345_final.jpg,data\content\Still_Life.jpg,0.1604804623885683,0.15474430142454287,-0.005736160964025433,0.2847018771701389,0.1089748806423611,-0.1757269965277778,65.58936473891976,60.77624748168199,-4.813117257237764,0.5542667508125305
Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.65_cpm0.3_layers45,Still_Life,Matisse,sw14k_tv0.0024_edge0.06_fp0.65_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.65_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.65_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.3197829203358591,0.12071589015288747,-0.19906703018297162,0.10705735948350695,0.05024380154079861,-0.056813557942708336,66.22453748952357,64.78608477802089,-1.438452711502677,0.3972151279449463
Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.65_cpm0.6_layers45,Still_Life,Matisse,sw14k_tv0.0024_edge0.06_fp0.65_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.65_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.65_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.2593999438032698,0.11730048205677558,-0.14209946174649424,0.0718570285373264,0.050587972005208336,-0.02126905653211806,70.28455001445528,65.79682898345749,-4.48772103099779,0.3423316776752472
Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.75_cpm0.3_layers45,Still_Life,Matisse,sw14k_tv0.0024_edge0.06_fp0.75_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.75_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.75_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.32369097273946074,0.11933901368448231,-0.20435195905497844,0.10772874620225695,0.05043199327256945,-0.0572967529296875,66.2129604487125,64.76286462942434,-1.4500958192881512,0.397636741399765
Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.75_cpm0.6_layers45,Still_Life,Matisse,sw14k_tv0.0024_edge0.06_fp0.75_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.75_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0024_edge0.06_fp0.75_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.2613302065557638,0.12011187545629351,-0.14121833109947027,0.07094828287760417,0.051367865668402776,-0.019580417209201395,70.25055100015769,65.7689621239106,-4.481588876247088,0.3395942151546478
Still_Life__Matisse__sw14k_tv0.0024_edge0.1_fp0.65_cpm0.3_layers45,Still_Life,Matisse,sw14k_tv0.0024_edge0.1_fp0.65_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0024_edge0.1_fp0.65_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0024_edge0.1_fp0.65_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.32331600403934624,0.12001738482553086,-0.20329861921381537,0.10662841796875,0.05018446180555555,-0.05644395616319445,66.22742550659655,64.7656015735539,-1.461823933042652,0.3990043103694916
Still_Life__Matisse__sw14k_tv0.0024_edge0.1_fp0.65_cpm0.6_layers45,Still_Life,Matisse,sw14k_tv0.0024_edge0.1_fp0.65_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0024_edge0.1_fp0.65_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0024_edge0.1_fp0.65_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.26529435204798557,0.11884518552148252,-0.14644916652650306,0.07125345865885417,0.05052354600694445,-0.020729912651909724,70.29331945589442,65.77565617145653,-4.517663284437887,0.34117764234542847
Still_Life__Matisse__sw14k_tv0.0024_edge0.1_fp0.75_cpm0.3_layers45,Still_Life,Matisse,sw14k_tv0.0024_edge0.1_fp0.75_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0024_edge0.1_fp0.75_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0024_edge0.1_fp0.75_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.3238250170626128,0.11983586105927355,-0.20398915600333925,0.10674540201822917,0.05082872178819445,-0.055916680230034724,66.21598577545898,64.77800923392962,-1.437976541529352,0.3977421820163727
Still_Life__Matisse__sw14k_tv0.0024_edge0.1_fp0.75_cpm0.6_layers45,Still_Life,Matisse,sw14k_tv0.0024_edge0.1_fp0.75_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0024_edge0.1_fp0.75_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0024_edge0.1_fp0.75_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.2618058258555213,0.1200317800982294,-0.1417740457572919,0.0700412326388889,0.05071851942274305,-0.019322713216145843,70.26453826368476,65.77859337255737,-4.485944891127389,0.33884692192077637
Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.65_cpm0.3_layers45,Still_Life,Matisse,sw14k_tv0.0028_edge0.06_fp0.65_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.65_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.65_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.3211278873973189,0.12034333519703465,-0.20078455220028424,0.107452392578125,0.050135294596354164,-0.057317097981770836,66.22365890318153,64.84067281209059,-1.3829860910909417,0.40103211998939514
Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.65_cpm0.6_layers45,Still_Life,Matisse,sw14k_tv0.0028_edge0.06_fp0.65_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.65_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.65_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.2598110200127098,0.11774037372010136,-0.1420706462926084,0.07170613606770833,0.050649007161458336,-0.021057128906249993,70.28629543222425,65.78849111305689,-4.497804319167358,0.34280717372894287
Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.75_cpm0.3_layers345,Still_Life,Matisse,sw14k_tv0.0028_edge0.06_fp0.75_cpm0.3_layers345,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.75_cpm0.3_layers345_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.75_cpm0.3_layers345_final.jpg,data\content\Still_Life.jpg,0.1597195684070976,0.15516696769177188,-0.004552600715325733,0.2834387885199653,0.10849168565538195,-0.17494710286458334,65.60081854215028,60.56848900794944,-5.032329534200841,0.556322455406189
Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.75_cpm0.3_layers45,Still_Life,Matisse,sw14k_tv0.0028_edge0.06_fp0.75_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.75_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.75_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.3194307506278486,0.1187592288549508,-0.2006715217728978,0.1071811252170139,0.05037095811631945,-0.05681016710069445,66.22720246358138,64.80521005129894,-1.4219924122824352,0.398541122674942
Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.75_cpm0.6_layers45,Still_Life,Matisse,sw14k_tv0.0028_edge0.06_fp0.75_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.75_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0028_edge0.06_fp0.75_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.25831894973586483,0.11722739252182507,-0.14109155721403976,0.07062276204427083,0.0506744384765625,-0.01994832356770833,70.2678654502149,65.77758465836804,-4.490280791846857,0.3396490216255188
Still_Life__Matisse__sw14k_tv0.0028_edge0.1_fp0.65_cpm0.3_layers45,Still_Life,Matisse,sw14k_tv0.0028_edge0.1_fp0.65_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0028_edge0.1_fp0.65_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0028_edge0.1_fp0.65_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.3224424360609015,0.11789891719152369,-0.20454351886937783,0.10583326551649305,0.04994540744357639,-0.055887858072916664,66.23819639648929,64.78964511100943,-1.4485512854798515,0.3955307900905609
Still_Life__Matisse__sw14k_tv0.0028_edge0.1_fp0.65_cpm0.6_layers45,Still_Life,Matisse,sw14k_tv0.0028_edge0.1_fp0.65_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0028_edge0.1_fp0.65_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0028_edge0.1_fp0.65_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.2592421101371189,0.11895078041126435,-0.14029132972585456,0.06955973307291667,0.05045742458767361,-0.01910230848524306,70.26317552123581,65.80452952810347,-4.458645993132336,0.340700626373291
Still_Life__Matisse__sw14k_tv0.0028_edge0.1_fp0.75_cpm0.3_layers45,Still_Life,Matisse,sw14k_tv0.0028_edge0.1_fp0.75_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0028_edge0.1_fp0.75_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0028_edge0.1_fp0.75_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.3205438576736854,0.11955161680609702,-0.20099224086758835,0.10528394911024305,0.05023532443576389,-0.055048624674479164,66.2081772099342,64.81813385285544,-1.390043357078767,0.39759862422943115
Still_Life__Matisse__sw14k_tv0.0028_edge0.1_fp0.75_cpm0.6_layers45,Still_Life,Matisse,sw14k_tv0.0028_edge0.1_fp0.75_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0028_edge0.1_fp0.75_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0028_edge0.1_fp0.75_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.2590815555182261,0.11999711322349836,-0.13908444229472772,0.07000562879774305,0.05086093478732639,-0.019144694010416664,70.26280200295389,65.79491323388262,-4.467888769071266,0.33982518315315247
Still_Life__Matisse__sw14k_tv0.0032_edge0.06_fp0.65_cpm0.3_layers45,Still_Life,Matisse,sw14k_tv0.0032_edge0.06_fp0.65_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0032_edge0.06_fp0.65_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0032_edge0.06_fp0.65_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.3215283553080352,0.12056517511740003,-0.20096318019063517,0.10645887586805555,0.05035400390625,-0.05610487196180555,66.22532203945136,64.78927424270198,-1.4360477967493779,0.39840930700302124
Still_Life__Matisse__sw14k_tv0.0032_edge0.06_fp0.65_cpm0.6_layers45,Still_Life,Matisse,sw14k_tv0.0032_edge0.06_fp0.65_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0032_edge0.06_fp0.65_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0032_edge0.06_fp0.65_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.2617596956744385,0.11952875810268546,-0.14223093757175306,0.0713772243923611,0.051155938042534724,-0.02022128634982638,70.28715508681039,65.82639198516242,-4.46076310164797,0.3413749635219574
Still_Life__Matisse__sw14k_tv0.0032_edge0.06_fp0.75_cpm0.3_layers45,Still_Life,Matisse,sw14k_tv0.0032_edge0.06_fp0.75_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0032_edge0.06_fp0.75_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0032_edge0.06_fp0.75_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.32484805940923284,0.11894573643410852,-0.2059023229751243,0.1098666720920139,0.050225151909722224,-0.05964152018229167,66.21368192846498,64.7888411665483,-1.424840761916684,0.3961959779262543
Still_Life__Matisse__sw14k_tv0.0032_edge0.06_fp0.75_cpm0.6_layers45,Still_Life,Matisse,sw14k_tv0.0032_edge0.06_fp0.75_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0032_edge0.06_fp0.75_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0032_edge0.06_fp0.75_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.26088274967845826,0.11895604960615347,-0.1419267000723048,0.07111952039930555,0.051167805989583336,-0.019951714409722217,70.26723791208374,65.75289789323222,-4.514340018851527,0.3407473564147949
Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.65_cpm0.3_layers345,Still_Life,Matisse,sw14k_tv0.0032_edge0.1_fp0.65_cpm0.3_layers345,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.65_cpm0.3_layers345_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.65_cpm0.3_layers345_final.jpg,data\content\Still_Life.jpg,0.16248808843148466,0.15496651106149786,-0.007521577369986793,0.2803361680772569,0.10787794325086805,-0.17245822482638887,65.72391530766723,60.797370709541845,-4.926544598125382,0.5542891621589661
Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.65_cpm0.3_layers45,Still_Life,Matisse,sw14k_tv0.0032_edge0.1_fp0.65_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.65_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.65_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.323860178101561,0.11834539813857291,-0.20551477996298806,0.10637919108072917,0.05003187391493055,-0.05634731716579862,66.21063689848468,64.79297309645943,-1.4176638020252454,0.3967929482460022
Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.65_cpm0.6_layers45,Still_Life,Matisse,sw14k_tv0.0032_edge0.1_fp0.65_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.65_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.65_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.2611346905245864,0.11881627264100343,-0.14231841788358296,0.0697021484375,0.05057949490017361,-0.019122653537326388,70.2898640411095,65.83170739023876,-4.458156650870734,0.3378463685512543
Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.75_cpm0.3_layers45,Still_Life,Matisse,sw14k_tv0.0032_edge0.1_fp0.75_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.75_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.75_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.32932535465950824,0.1201584461520959,-0.20916690850741235,0.10847981770833333,0.0503082275390625,-0.05817159016927083,66.2203565002033,64.7677149831569,-1.4526415170463878,0.3981398046016693
Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.75_cpm0.6_layers45,Still_Life,Matisse,sw14k_tv0.0032_edge0.1_fp0.75_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.75_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw14k_tv0.0032_edge0.1_fp0.75_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.2620021234323918,0.11856451729366742,-0.14343760613872442,0.07022264268663195,0.050528632269965276,-0.01969401041666667,70.2705098950734,65.75423659254393,-4.51627330252947,0.3391414284706116
Still_Life__Matisse__sw17k_tv0.0024_edge0.06_fp0.65_cpm0.3_layers45,Still_Life,Matisse,sw17k_tv0.0024_edge0.06_fp0.65_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0024_edge0.06_fp0.65_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0024_edge0.06_fp0.65_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.3201569792497639,0.12038553025856477,-0.1997714489911991,0.11078050401475695,0.05115085177951389,-0.05962965223524306,66.21835081656737,64.76314402201605,-1.4552067945513159,0.39941826462745667
Still_Life__Matisse__sw17k_tv0.0024_edge0.06_fp0.65_cpm0.6_layers45,Still_Life,Matisse,sw17k_tv0.0024_edge0.06_fp0.65_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0024_edge0.06_fp0.65_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0024_edge0.06_fp0.65_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.25839828142674787,0.11918120722609285,-0.13921707420065502,0.072265625,0.05133395724826389,-0.020931667751736112,70.30359821176701,65.75363329188438,-4.549964919882626,0.34210869669914246
Still_Life__Matisse__sw17k_tv0.0024_edge0.06_fp0.75_cpm0.3_layers45,Still_Life,Matisse,sw17k_tv0.0024_edge0.06_fp0.75_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0024_edge0.06_fp0.75_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0024_edge0.06_fp0.75_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.3174817220280522,0.12133322346736981,-0.1961484985606824,0.11017862955729167,0.051259358723958336,-0.058919270833333336,66.20778607499106,64.78704215774951,-1.420743917241552,0.40369099378585815
Still_Life__Matisse__sw17k_tv0.0024_edge0.06_fp0.75_cpm0.6_layers45,Still_Life,Matisse,sw17k_tv0.0024_edge0.06_fp0.75_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0024_edge0.06_fp0.75_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0024_edge0.06_fp0.75_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.25818753035767805,0.12025537689682116,-0.1379321534608569,0.0730929904513889,0.05142381456163195,-0.021669175889756948,70.28218631110795,65.66765405725732,-4.614532253850626,0.3438566327095032
Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.65_cpm0.3_layers45,Still_Life,Matisse,sw17k_tv0.0024_edge0.1_fp0.65_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.65_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.65_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.3215346878326468,0.12174621509013654,-0.19978847274251027,0.10874091254340278,0.051091512044270836,-0.05764940049913194,66.21536743780214,64.80070876767299,-1.4146586701291568,0.40084731578826904
Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.65_cpm0.6_layers45,Still_Life,Matisse,sw17k_tv0.0024_edge0.1_fp0.65_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.65_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.65_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.2692981637583336,0.1207909604519774,-0.1485072033063562,0.07423570421006945,0.05166795518663195,-0.0225677490234375,70.26686376298007,65.73290880096789,-4.533954962012174,0.3415682315826416
Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.75_cpm0.3_layers345,Still_Life,Matisse,sw17k_tv0.0024_edge0.1_fp0.75_cpm0.3_layers345,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.75_cpm0.3_layers345_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.75_cpm0.3_layers345_final.jpg,data\content\Still_Life.jpg,0.15811887470915886,0.1547866447799332,-0.0033322299292256607,0.2844068739149306,0.10880364312065972,-0.17560323079427087,65.41324873689535,60.467646792749086,-4.945601944146269,0.5535392761230469
Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.75_cpm0.3_layers45,Still_Life,Matisse,sw17k_tv0.0024_edge0.1_fp0.75_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.75_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.75_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.32639698129959493,0.12198877670183851,-0.20440820459775644,0.1098361545138889,0.05074903700086805,-0.05908711751302084,66.22306195094275,64.76858033866924,-1.4544816122735114,0.401581346988678
Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.75_cpm0.6_layers45,Still_Life,Matisse,sw17k_tv0.0024_edge0.1_fp0.75_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.75_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0024_edge0.1_fp0.75_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.26419220795450993,0.12147317656272542,-0.1427190313917845,0.07248772515190972,0.05119493272569445,-0.021292792426215276,70.28183408114583,65.7930687729701,-4.488765308175729,0.34064149856567383
Still_Life__Matisse__sw17k_tv0.0028_edge0.06_fp0.65_cpm0.3_layers45,Still_Life,Matisse,sw17k_tv0.0028_edge0.06_fp0.65_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0028_edge0.06_fp0.65_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0028_edge0.06_fp0.65_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.3184123728484714,0.12050094391202533,-0.1979114289364461,0.10862053765190972,0.050835503472222224,-0.0577850341796875,66.2285051097548,64.83579506749733,-1.3927100422574767,0.40235650539398193
Still_Life__Matisse__sw17k_tv0.0028_edge0.06_fp0.65_cpm0.6_layers45,Still_Life,Matisse,sw17k_tv0.0028_edge0.06_fp0.65_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0028_edge0.06_fp0.65_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0028_edge0.06_fp0.65_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.2624343655682805,0.11981014085662149,-0.14262422471165898,0.0737575954861111,0.05187818739149305,-0.021879408094618052,70.29329729992611,65.74161359728262,-4.551683702643487,0.3462619483470917
Still_Life__Matisse__sw17k_tv0.0028_edge0.06_fp0.75_cpm0.3_layers45,Still_Life,Matisse,sw17k_tv0.0028_edge0.06_fp0.75_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0028_edge0.06_fp0.75_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0028_edge0.06_fp0.75_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.32190987479546246,0.12107377836536971,-0.20083609643009276,0.11048380533854167,0.05070156521267361,-0.05978224012586806,66.2471645299783,64.761657148712,-1.4855073812663022,0.40106427669525146
Still_Life__Matisse__sw17k_tv0.0028_edge0.06_fp0.75_cpm0.6_layers45,Still_Life,Matisse,sw17k_tv0.0028_edge0.06_fp0.75_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0028_edge0.06_fp0.75_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0028_edge0.06_fp0.75_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.2636151639597994,0.12054011838211115,-0.14307504557768824,0.0743069118923611,0.051554361979166664,-0.02275254991319444,70.29285842497877,65.74205440547121,-4.5508040195075665,0.34331801533699036
Still_Life__Matisse__sw17k_tv0.0028_edge0.1_fp0.65_cpm0.3_layers45,Still_Life,Matisse,sw17k_tv0.0028_edge0.1_fp0.65_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0028_edge0.1_fp0.65_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0028_edge0.1_fp0.65_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.3229846338424623,0.12156526765622742,-0.20141936618623485,0.10972425672743055,0.050898234049479164,-0.05882602267795139,66.21554812841144,64.82657699532798,-1.3889711330834587,0.39766937494277954
Still_Life__Matisse__sw17k_tv0.0028_edge0.1_fp0.65_cpm0.6_layers45,Still_Life,Matisse,sw17k_tv0.0028_edge0.1_fp0.65_cpm0.6_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0028_edge0.1_fp0.65_cpm0.6_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0028_edge0.1_fp0.65_cpm0.6_layers45_final.jpg,data\content\Still_Life.jpg,0.26387592073866584,0.12001193943822884,-0.14386398130043698,0.0732269287109375,0.051172892252604164,-0.022054036458333336,70.3071964503501,65.71310115611836,-4.5940952942317494,0.3428000807762146
Still_Life__Matisse__sw17k_tv0.0028_edge0.1_fp0.75_cpm0.3_layers45,Still_Life,Matisse,sw17k_tv0.0028_edge0.1_fp0.75_cpm0.3_layers45,out\phase2\imgs\Still_Life__Matisse__sw17k_tv0.0028_edge0.1_fp0.75_cpm0.3_layers45_768.jpg,out\phase2\finals\Still_Life__Matisse__sw17k_tv0.0028_edge0.1_fp0.75_cpm0.3_layers45_final.jpg,data\content\Still_Life.jpg,0.32447744061614797,0.12131184748070813,-0.20316559313543986,0.10925971137152778,0.050959269205729164,-0.05830044216579861,66.20365808082141,64.70616928985703,-1.4974887909643826,0.3996226191520691
