manifest,content,style,content_name,style_name,layers,style_weight,tv_weight,edge_w,edge_face_down,face_preserve,cpm,is_portrait,device,sizes,steps,optimizer,seed,out_img,out_final
/mnt/data/animal__Matisse__sw14k_tv0.0024_edge0.1_fp0.65_cpm0.3_layers45.json,data/content/animal.jpg,data/style/Matisse.jpg,animal,Matisse,"conv4_1,conv5_1",14000,0.0024,0.1,0.4,0.65,0.3,False,cuda,"384,768","300,400",lbfgs,123,out\phase2\imgs\animal__Matisse__sw14k_tv0.0024_edge0.1_fp0.65_cpm0.3_layers45.jpg,out\phase2\finals\animal__Matisse__sw14k_tv0.0024_edge0.1_fp0.65_cpm0.3_layers45_final.jpg
